label	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33
2	0	0.136860859	0.22297325	0.163951452	0.205735894	0.221258558	0	0	0	0	0	0	0	0.245635503	0.159622759	0.194809361	0.207609366	0.247869557	0	0	0	0	0.045587601	0	0.15688292	0.188902527	0.194809361	0.207609366	0.247869557	0	0	0	0
2	0	0.208621185	0.171782325	0.196089163	0.210322247	0.247869557	0	0	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.221258558	0	0	0	0	0	0	0	0.245635503	0.159622759	0.194809361	0.217153183	0.247869557	0	0	0	0
2	0	0.136860859	0.22297325	0.163951452	0.217182592	0.203857279	0	0	0	0	0	0	0.208621185	0.171782325	0.196089163	0.200544113	0.247869557	0	0	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.203857279	0	0	0	0	0
2	0	0.15688292	0.188902527	0.194809361	0.218954949	0.199761498	0	0	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.209399286	0	0	0	0	0	0	0.208621185	0.171782325	0.196089163	0.204975999	0.247869557	0	0	0	0	0
2	0.22297325	0.163951452	0.217182592	0.204970304	0	0	0	0	0	0	0	0	0.15688292	0.188902527	0.194809361	0.218954949	0.19411613	0	0	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.204970304	0	0	0	0	0
2	0.15688292	0.188902527	0.194809361	0.217153183	0.203478926	0.473532823	0	0	0	0	0	0.22297325	0.163951452	0.217182592	0.204970304	0.473532823	0	0	0	0	0	0	0	0.15688292	0.188902527	0.194809361	0.218954949	0.19411613	0.473532823	0	0	0	0
2	0.136860859	0.22297325	0.163951452	0.217182592	0.204970304	0.402992425	0	0	0	0	0	0.15688292	0.188902527	0.194809361	0.217153183	0.229273546	0.473532823	0	0	0	0	0	0.22297325	0.163951452	0.217182592	0.204970304	0.402992425	0	0	0	0	0	0
2	0	0.136860859	0.22297325	0.163951452	0.217182592	0.196390453	0.326311395	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.204970304	0.352458674	0	0	0	0	0	0.15688292	0.188902527	0.194809361	0.217153183	0.232959817	0.473532823	0	0	0	0	0
2	0	0.208621185	0.171782325	0.196089163	0.202207173	0.283957373	0	0	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.182748926	0.326311395	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.192051873	0.352458674	0	0	0	0	0
2	0	0.208621185	0.171782325	0.202865967	0.194716198	0.283957373	0	0	0	0	0	0	0.208621185	0.171782325	0.196089163	0.2004447	0.283957373	0	0	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.183262639	0.326311395	0	0	0	0
2	0.15688292	0.188902527	0.194809361	0.217153183	0.213221097	0.473532823	0	0	0	0	0	0	0.208621185	0.171782325	0.202865967	0.19837742	0.283957373	0	0	0	0	0	0	0.208621185	0.171782325	0.196089163	0.2004447	0.273355271	0	0	0	0	0
2	0.136860859	0.22297325	0.163951452	0.217182592	0.194561421	0.323534166	0	0	0	0	0	0.15688292	0.188902527	0.194809361	0.217153183	0.213221097	0.355146733	0	0	0	0	0	0	0.208621185	0.171782325	0.202865967	0.19837742	0.283957373	0.236760644	0	0	0	0
2	0	0.208621185	0.163951452	0.217182592	0.187897904	0.287123636	0	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.194561421	0.294974451	0	0	0	0	0	0.15688292	0.188902527	0.194809361	0.217153183	0.209972546	0.355146733	0	0	0	0	0
2	0	0.15688292	0.188902527	0.194809361	0.217153183	0.197837039	0.320561546	0	0	0	0	0	0.208621185	0.163951452	0.217182592	0.187897904	0.264682559	0	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.188108889	0.294974451	0	0	0	0	0
1	0	0.136860859	0.22297325	0.163951452	0.217182592	0.179654572	0.264682559	0	0	0	0	0	0.15688292	0.188902527	0.194809361	0.217153183	0.190188937	0.320561546	0	0	0	0	0	0.208621185	0.163951452	0.217182592	0.179654572	0.264682559	0	0	0	0	0
1	0.15688292	0.187517457	0.194385725	0.195273351	0.181294366	0.323534166	0	0	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.168436509	0.264682559	0	0	0	0	0	0.15688292	0.188902527	0.194809361	0.198443278	0.190188937	0.320561546	0	0	0	0
1	0.136860859	0.22297325	0.163951452	0.217182592	0.17573279	0.294974451	0	0	0	0	0	0.15688292	0.187517457	0.194385725	0.195273351	0.184445225	0.323534166	0	0	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.168436509	0.25937918	0	0	0	0
1	0	0.210213413	0.160470253	0.210577826	0.180471287	0.202050542	0.355146733	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.171668223	0.294974451	0	0	0	0	0	0.15688292	0.187517457	0.194385725	0.195273351	0.179758341	0.323534166	0	0	0	0	0
2	0.169955847	0.22919877	0.236760644	0	0	0	0	0	0	0	0	0	0.210213413	0.160470253	0.210577826	0.180471287	0.187274088	0.355146733	0	0	0	0	0.136860859	0.22297325	0.163951452	0.217182592	0.163842742	0.294974451	0	0	0	0	0
2	0.198879004	0.178856126	0.320561546	0	0	0.669362979	0	0	0	0	0	0.169955847	0.22919877	0.236760644	0	0	0.669362979	0	0	0	0	0	0	0.210213413	0.160470253	0.210577826	0.180471287	0.187274088	0.355146733	0	0	0.669362979	0
2	0.355146733	0	0	0.613616908	0	0	0	0	0	0	0	0.198879004	0.178856126	0.320561546	0	0	0.613616908	0	0	0	0	0	0.169955847	0.22919877	0.236760644	0	0	0.613616908	0	0	0	0	0
2	0.187274088	0.355146733	0	0	0.613616908	0.508538903	0	0	0	0	0	0.355146733	0	0	0.613616908	0.508538903	0	0	0	0	0	0	0.198879004	0.178856126	0.320561546	0	0	0.613616908	0.508538903	0	0	0	0
2	0.355146733	0	0	0.613616908	0.475368533	0	0	0	0	0	0	0.187274088	0.355146733	0	0	0.556477327	0.508538903	0	0	0	0	0	0.355146733	0	0	0.556477327	0.508538903	0	0	0	0	0	0
2	0.355146733	0	0	0.556477327	0.488195584	0	0	0	0	0	0	0.355146733	0	0	0.613616908	0.475368533	0.467852266	0	0	0	0	0	0.187274088	0.355146733	0	0	0.556477327	0.488195584	0	0	0	0	0
2	0.355146733	0	0	0.556477327	0.450954096	0	0	0	0	0	0	0.355146733	0	0	0.556477327	0.450954096	0	0	0	0	0	0	0.355146733	0	0	0.613616908	0.442402729	0.467852266	0	0	0	0	0
2	0	0	0.556477327	0.412926551	0	0	0	0	0	0	0	0.355146733	0	0	0.556477327	0.450954096	0.298843917	0	0	0	0	0	0.355146733	0	0	0.556477327	0.450954096	0.298843917	0	0	0	0	0
2	0	0.613616908	0.442402729	0.383348091	0.374011768	0	0	0	0	0	0	0	0	0.556477327	0.412926551	0	0.374011768	0	0	0	0	0	0.355146733	0	0	0.556477327	0.450954096	0.298843917	0.374011768	0	0	0	0
2	0	0.556477327	0.412926551	0	0.377526268	0	0	0	0	0	0	0	0.613616908	0.442402729	0.383348091	0.374011768	0.381040767	0	0	0	0	0	0	0	0.556477327	0.412926551	0	0.377526268	0	0	0	0	0
2	0	0.556477327	0.412926551	0	0.374011768	0.423803812	0	0	0	0	0	0	0.556477327	0.412926551	0	0.407206464	0	0	0	0	0	0	0	0.613616908	0.442402729	0.383348091	0.374011768	0.423803812	0	0	0	0	0
2	0	0	0.613616908	0.442402729	0.383348091	0.374011768	0.394665093	0	0	0	0	0	0.556477327	0.412926551	0	0.374011768	0.394665093	0	0	0	0	0	0	0.556477327	0.412926551	0	0.407206464	0.336387656	0	0	0	0	0
2	0	0	0.556477327	0.412926551	0	0.402094452	0.358714212	0	0	0	0	0	0	0.613616908	0.442402729	0.383348091	0.36985825	0.394665093	0	0	0	0	0	0.556477327	0.412926551	0	0.36985825	0.394665093	0	0	0	0	0
2	0	0	0.613616908	0.442402729	0.383348091	0.339706571	0.394665093	0	0	0	0	0	0	0.556477327	0.412926551	0	0.371421642	0.358714212	0	0	0	0	0	0	0.613616908	0.442402729	0.383348091	0.339706571	0.394665093	0	0	0	0
2	0	0	0.556477327	0.412926551	0.268773324	0.407206464	0.336387656	0	0	0	0	0	0	0.613616908	0.442402729	0.383348091	0.295082935	0.394665093	0	0	0	0	0	0	0.556477327	0.412926551	0.161212026	0.371421642	0.358714212	0	0	0	0
2	0	0.613616908	0.442402729	0.383348091	0.274608483	0.394665093	0	0	0	0	0	0	0	0.556477327	0.412926551	0.249757662	0.407206464	0.336387656	0	0	0	0	0	0	0.613616908	0.442402729	0.383348091	0.274608483	0.394665093	0	0	0	0
2	0	0	0.556477327	0.442505012	0.383348091	0.282072166	0.394665093	0	0	0	0	0	0.613616908	0.442402729	0.383348091	0.274608483	0.375846465	0	0	0	0	0	0	0	0.556477327	0.412926551	0.249757662	0.385252493	0.336387656	0	0	0	0
2	0	0	0.556477327	0.412926551	0.211108638	0.338261787	0.358714212	0	0	0	0	0	0	0.556477327	0.442505012	0.383348091	0.265438284	0.394665093	0	0	0	0	0	0.613616908	0.442402729	0.383348091	0.256446235	0.375846465	0	0	0	0	0
2	0.442402729	0.383348091	0.254825388	0.394665093	0	0	0	0	0	0	0	0	0	0.556477327	0.412926551	0.203465256	0.338261787	0.358714212	0	0	0	0	0	0	0.556477327	0.442505012	0.383348091	0.254825388	0.394665093	0	0	0	0
2	0.556477327	0.412926551	0.224200126	0.385252493	0.398119452	0	0	0	0	0	0	0.442402729	0.383348091	0.254825388	0.394665093	0.459851247	0	0	0	0	0	0	0	0	0.556477327	0.412926551	0.203465256	0.338261787	0.392426557	0	0	0	0
2	0.556477327	0.412926551	0.224200126	0.375479526	0.429381255	0	0	0	0	0	0	0.556477327	0.412926551	0.224200126	0.385252493	0.398383389	0	0	0	0	0	0	0.442402729	0.383348091	0.254825388	0.394665093	0.429381255	0	0	0	0	0	0
2	0	0.556477327	0.412926551	0.192710676	0.263698918	0.410961632	0.388143729	0	0	0	0	0.556477327	0.412926551	0.224200126	0.375479526	0.412046235	0	0	0	0	0	0	0.556477327	0.412926551	0.224200126	0.385252493	0.39313159	0	0	0	0	0	0
2	0.442402729	0.383348091	0.254825388	0.398587745	0.388143729	0	0	0	0	0	0	0	0.556477327	0.412926551	0.192710676	0.263698918	0.398587745	0.388143729	0	0	0	0	0.556477327	0.412926551	0.224200126	0.371081637	0.412046235	0	0	0	0	0	0
2	0.383348091	0.254825388	0.398587745	0.388143729	1	0	0	0	0	0	0	0.442402729	0.383348091	0.254825388	0.398587745	0.388143729	1	0	0	0	0	0	0	0.556477327	0.412926551	0.192710676	0.263698918	0.398587745	0.388143729	1	0	0	0
2	0.383348091	0.254825388	0.398587745	0.388143729	1	0.699278545	0	0	0	0	0	0.383348091	0.254825388	0.398587745	0.388143729	1	0.699278545	0	0	0	0	0	0.442402729	0.383348091	0.254825388	0.398587745	0.388143729	1	0.699278545	0	0	0	0
2	0.412926551	0.224200126	0.385252493	0.384323711	0	0.707300119	0	0	0	0	0	0.383348091	0.254825388	0.398587745	0.388143729	1	0.560950178	0	0	0	0	0	0.383348091	0.254825388	0.398587745	0.388143729	1	0.560950178	0	0	0	0	0
2	0.195899204	0.381342941	0.384323711	0.305431157	0.707300119	0	0	0	0	0	0	0.412926551	0.224200126	0.385252493	0.384323711	0.305431157	0.707300119	0	0	0	0	0	0.383348091	0.254825388	0.398587745	0.388143729	0.652715579	0.560950178	0	0	0	0	0
0	0.298843917	0.254825388	0.398587745	0.360572872	0.644817723	0	0	0	0	0	0	0.195899204	0.381342941	0.384323711	0.305431157	0.644817723	0	0	0	0	0	0	0.412926551	0.224200126	0.385252493	0.384323711	0.305431157	0.644817723	0	0	0	0	0
0	0.224200126	0.371081637	0.412046235	0.305431157	0.58319628	0	0	0	0	0	0	0.298843917	0.254825388	0.398587745	0.360572872	0.644817723	0.336710509	0	0	0	0	0	0.195899204	0.381342941	0.384323711	0.305431157	0.58319628	0	0	0	0	0	0
0	0.383348091	0.254825388	0.398587745	0.388143729	0.652715579	0.42798894	0	0	0	0	0	0.224200126	0.371081637	0.412046235	0.305431157	0.523324117	0	0	0	0	0	0	0.298843917	0.254825388	0.398587745	0.360572872	0.560646839	0.336710509	0	0	0	0	0
2	0.613616908	0.442402729	0.383348091	0.254825388	0.398587745	0.388143729	0.563563141	0.42798894	0	0	0	0.383348091	0.254825388	0.398587745	0.388143729	0.563563141	0.42798894	0	0	0	0	0	0.224200126	0.371081637	0.412046235	0.305431157	0.503600424	0	0	0	0	0	0
2	0	0	0.556477327	0.412926551	0.178152604	0.328452024	0.380749612	0.306189188	0.53141541	0.336710509	0	0.613616908	0.442402729	0.383348091	0.254825388	0.398587745	0.330170868	0.563563141	0.42798894	0	0	0	0.383348091	0.254825388	0.398587745	0.330170868	0.563563141	0.42798894	0	0	0	0	0
2	0	0.556477327	0.412926551	0	0.259323347	0.398587745	0.330170868	0.544993386	0.280336905	0	0	0	0	0.556477327	0.412926551	0.178152604	0.323717024	0.380749612	0.306189188	0.53141541	0.336710509	0	0.613616908	0.442402729	0.383348091	0.259323347	0.398587745	0.330170868	0.563563141	0.42798894	0	0	0
2	0	0.556477327	0.412926551	0.203465256	0.32082474	0.380749612	0.306189188	0.53141541	0.336710509	0	0	0	0.556477327	0.412926551	0	0.259306735	0.398587745	0.330170868	0.544993386	0.280336905	0	0	0	0	0.556477327	0.412926551	0.178152604	0.315647049	0.380749612	0.306189188	0.53141541	0.336710509	0
2	0.613616908	0.475368533	0.381055768	0.251814943	0.327016255	0.362590963	0.345344712	0.523324117	0	0	0	0	0.556477327	0.412926551	0.203465256	0.32082474	0.346871094	0.306189188	0.53141541	0.336710509	0	0	0	0.556477327	0.412926551	0	0.259306735	0.361736204	0.330170868	0.544993386	0.280336905	0	0
2	0	0	0.556477327	0.412926551	0.195899204	0.310413614	0.380676824	0.306189188	0.503600424	0	0	0.613616908	0.475368533	0.381055768	0.251814943	0.305522357	0.362590963	0.345344712	0.523324117	0	0	0	0	0.556477327	0.412926551	0.203465256	0.300104782	0.346871094	0.306189188	0.53141541	0.336710509	0	0
2	0	0	0.556477327	0.412926551	0.192710676	0.259272937	0.332211757	0.330170868	0.544993386	0.280336905	0	0	0	0.556477327	0.412926551	0.195899204	0.298609522	0.380676824	0.306189188	0.503600424	0	0	0.613616908	0.475368533	0.381055768	0.245210249	0.305522357	0.362590963	0.345344712	0.523324117	0	0	0
2	0	0	0.613616908	0.442402729	0.315616188	0.252628282	0.303541183	0.362590963	0.345344712	0.523324117	0	0	0	0.556477327	0.412926551	0.186431528	0.259272937	0.332211757	0.330170868	0.544993386	0.280336905	0	0	0	0.556477327	0.412926551	0.193274734	0.298609522	0.380676824	0.306189188	0.503600424	0	0
2	0	0.613616908	0.442402729	0.287069131	0.252628282	0.323079941	0.330170868	0.563563141	0.42798894	0	0	0	0	0.613616908	0.442402729	0.287069131	0.252628282	0.303541183	0.362590963	0.345344712	0.523324117	0	0	0	0.556477327	0.412926551	0.19143034	0.259272937	0.332211757	0.330170868	0.544993386	0.280336905	0
2	0	0.613616908	0.442402729	0.287069131	0.246352863	0.303541183	0.362590963	0.345344712	0.523324117	0	0	0	0.613616908	0.442402729	0.287069131	0.246352863	0.323079941	0.330170868	0.563563141	0.42798894	0	0	0	0	0.613616908	0.442402729	0.287069131	0.246352863	0.303541183	0.362590963	0.345344712	0.523324117	0
2	0	0.613616908	0.442402729	0.287069131	0.24810981	0.323079941	0.330170868	0.53701499	0.420643542	0	0	0	0.613616908	0.442402729	0.287069131	0.246352863	0.299028063	0.362590963	0.345344712	0.523324117	0	0	0	0.613616908	0.442402729	0.287069131	0.246352863	0.316897306	0.330170868	0.563563141	0.42798894	0	0
2	0	0.556477327	0.450954096	0.226808087	0.248959611	0.315565119	0.330170868	0.53701499	0.420643542	0	0	0	0.613616908	0.442402729	0.287069131	0.24810981	0.309297575	0.330170868	0.53701499	0.420643542	0	0	0	0.613616908	0.442402729	0.287069131	0.246352863	0.287918129	0.362590963	0.345344712	0.523324117	0	0
2	0	0.613616908	0.442402729	0.287069131	0.24810981	0.304166812	0.330170868	0.53701499	0.420643542	0	0	0	0.556477327	0.450954096	0.226808087	0.248959611	0.309167877	0.330170868	0.53701499	0.420643542	0	0	0	0.613616908	0.442402729	0.287069131	0.24810981	0.304166812	0.330170868	0.53701499	0.420643542	0	0
2	0.613616908	0.442402729	0.287069131	0.251766505	0.300827668	0.330170868	0.563563141	0.42798894	0	0	0	0	0.613616908	0.442402729	0.287069131	0.252971868	0.304166812	0.330170868	0.53701499	0.420643542	0	0	0	0.556477327	0.450954096	0.226808087	0.25341368	0.309167877	0.330170868	0.53701499	0.420643542	0	0
2	0.556477327	0.450954096	0.226808087	0.25341368	0.309167877	0.301387261	0.544993386	0.280336905	0	0	0	0.613616908	0.442402729	0.287069131	0.251766505	0.300827668	0.301387261	0.563563141	0.42798894	0	0	0	0	0.613616908	0.442402729	0.287069131	0.252971868	0.304166812	0.301387261	0.53701499	0.420643542	0	0
0	0.613616908	0.442402729	0.287069131	0.252971868	0.304166812	0.282056568	0.53701499	0.420643542	0	0	0	0.556477327	0.450954096	0.226808087	0.25341368	0.309167877	0.282056568	0.544993386	0.280336905	0	0	0	0.613616908	0.442402729	0.287069131	0.251766505	0.300827668	0.282056568	0.563563141	0.42798894	0	0	0
2	0	0.556477327	0.412926551	0.199240228	0.273194393	0.350076117	0.28082534	0.503600424	0	0	0	0.613616908	0.442402729	0.287069131	0.252971868	0.304166812	0.295499301	0.53701499	0.420643542	0	0	0	0.556477327	0.450954096	0.226808087	0.25341368	0.309167877	0.295499301	0.544993386	0.280336905	0	0	0
2	0	0	0.613616908	0.442402729	0.287069131	0.251766505	0.278917248	0.31897815	0.563563141	0.42798894	0	0	0.556477327	0.412926551	0.199240228	0.273194393	0.331327618	0.28082534	0.503600424	0	0	0	0.613616908	0.442402729	0.287069131	0.252971868	0.296409522	0.295499301	0.53701499	0.420643542	0	0	0
2	0.355146733	0	0	0.556477327	0.412926551	0.19143034	0.252422779	0.292398542	0.311591873	0.544993386	0.280336905	0	0	0.613616908	0.442402729	0.287069131	0.246156626	0.278917248	0.31897815	0.563563141	0.42798894	0	0	0.556477327	0.412926551	0.199240228	0.267644021	0.331327618	0.28082534	0.503600424	0	0	0
2	0.243249092	0	0	0	0.556477327	0.412926551	0.194439481	0.272159347	0.331327618	0.28082534	0.503600424	0.355146733	0	0	0.556477327	0.412926551	0.19143034	0.251754296	0.292398542	0.311591873	0.544993386	0.280336905	0	0	0.613616908	0.442402729	0.287069131	0.246156626	0.275873771	0.31897815	0.563563141	0.42798894	0
2	0.355146733	0	0	0.556477327	0.37047325	0.188706532	0.247521941	0.329667028	0.300135511	0.53141541	0.336710509	0.243249092	0	0	0	0.556477327	0.37047325	0.194439481	0.272159347	0.331327618	0.28082534	0.503600424	0.355146733	0	0	0.556477327	0.37047325	0.19143034	0.251754296	0.292398542	0.311591873	0.544993386	0.280336905
0	0	0	0.556477327	0.341265156	0.190790172	0.248441972	0.294885732	0.295499301	0.53701499	0.420643542	0	0.355146733	0	0	0.556477327	0.341265156	0.188706532	0.247521941	0.329667028	0.300135511	0.53141541	0.336710509	0.243249092	0	0	0	0.556477327	0.341265156	0.194439481	0.272159347	0.331327618	0.28082534	0.503600424
0	0	0	0.556477327	0.341265156	0.199539743	0.251754296	0.292398542	0.311591873	0.544993386	0.280336905	0	0	0	0.556477327	0.341265156	0.201816098	0.248441972	0.294885732	0.295499301	0.53701499	0.420643542	0	0.355146733	0	0	0.556477327	0.341265156	0.195738816	0.247521941	0.329667028	0.300135511	0.53141541	0.336710509
0	0	0	0.613616908	0.442198164	0.341265156	0.228005303	0.268976822	0.336436984	0.259828151	0.503600424	0	0	0	0.556477327	0.341265156	0.189977476	0.251754296	0.292398542	0.311591873	0.544993386	0.280336905	0	0	0	0.556477327	0.341265156	0.201816098	0.242397375	0.294885732	0.295499301	0.53701499	0.420643542	0
